Date,High,Low,Open,Close,Volume,Adj Close
2019-07-22,38.11000061035156,38.11000061035156,38.11000061035156,38.11000061035156,0.0,37.60929870605469
2019-07-23,38.5099983215332,38.5099983215332,38.5099983215332,38.5099983215332,0.0,38.0040397644043
2019-07-24,38.3849983215332,38.3849983215332,38.3849983215332,38.3849983215332,0.0,37.880680084228516
2019-07-25,38.397499084472656,38.397499084472656,38.397499084472656,38.397499084472656,0.0,37.89301681518555
2019-07-26,38.68000030517578,38.68000030517578,38.68000030517578,38.68000030517578,0.0,38.17180633544922
2019-07-29,39.224998474121094,39.224998474121094,39.224998474121094,39.224998474121094,0.0,38.70964431762695
2019-07-30,39.185001373291016,39.185001373291016,39.185001373291016,39.185001373291016,0.0,38.67017364501953
2019-07-31,38.91999816894531,38.91999816894531,38.91999816894531,38.91999816894531,0.0,38.408653259277344
2019-08-01,39.252498626708984,39.252498626708984,39.252498626708984,39.252498626708984,0.0,38.736785888671875
2019-08-02,38.32500076293945,38.32500076293945,38.32500076293945,38.32500076293945,0.0,37.82147216796875
2019-08-05,37.6150016784668,37.6150016784668,37.6150016784668,37.6150016784668,0.0,37.12080383300781
2019-08-06,37.369998931884766,37.369998931884766,37.369998931884766,37.369998931884766,0.0,36.8790168762207
2019-08-07,37.4375,37.4375,37.4375,37.4375,0.0,36.94563293457031
2019-08-08,38.13249969482422,38.13249969482422,38.13249969482422,38.13249969482422,0.0,37.631500244140625
2019-08-09,38.025001525878906,38.025001525878906,38.025001525878906,38.025001525878906,0.0,37.525413513183594
2019-08-12,38.01750183105469,38.01750183105469,38.01750183105469,38.01750183105469,0.0,37.51801300048828
2019-08-13,38.29750061035156,38.29750061035156,38.29750061035156,38.29750061035156,0.0,37.79433059692383
2019-08-14,37.477500915527344,37.477500915527344,37.477500915527344,37.477500915527344,0.0,36.985107421875
2019-08-15,37.29999923706055,37.29999923706055,37.29999923706055,37.182498931884766,1364.0,36.6939811706543
2019-08-16,37.557498931884766,37.557498931884766,37.557498931884766,37.557498931884766,0.0,37.064056396484375
2019-08-19,37.9474983215332,37.9474983215332,37.9474983215332,37.9474983215332,0.0,37.44892883300781
2019-08-20,37.75749969482422,37.75749969482422,37.75749969482422,37.75749969482422,0.0,37.26142501831055
2019-08-21,38.01499938964844,38.01499938964844,38.01499938964844,38.01499938964844,0.0,37.51554489135742
2019-08-22,37.47999954223633,37.47999954223633,37.47999954223633,37.47999954223633,0.0,36.98757553100586
2019-08-23,37.21500015258789,37.21500015258789,37.21500015258789,37.21500015258789,0.0,36.72605514526367
2019-08-26,37.21500015258789,37.21500015258789,37.21500015258789,37.21500015258789,0.0,36.72605514526367
2019-08-27,37.279998779296875,37.279998779296875,37.279998779296875,37.130001068115234,1337.0,36.64216995239258
2019-08-28,37.377498626708984,37.377498626708984,37.377498626708984,37.377498626708984,0.0,36.886417388916016
2019-08-29,37.849998474121094,37.849998474121094,37.849998474121094,37.849998474121094,0.0,37.35271072387695
2019-08-30,37.86750030517578,37.86750030517578,37.86750030517578,37.86750030517578,0.0,37.3699836730957
2019-09-02,38.26250076293945,38.26250076293945,38.26250076293945,38.26250076293945,0.0,37.759796142578125
2019-09-03,38.067501068115234,38.067501068115234,38.067501068115234,38.067501068115234,0.0,37.56735610961914
2019-09-04,38.217498779296875,38.217498779296875,38.217498779296875,38.217498779296875,0.0,37.71538543701172
2019-09-05,38.287498474121094,38.287498474121094,38.287498474121094,38.287498474121094,0.0,37.78446578979492
2019-09-06,38.432498931884766,38.432498931884766,38.432498931884766,38.432498931884766,0.0,37.92755889892578
2019-09-09,38.400001525878906,38.400001525878906,38.400001525878906,38.400001525878906,0.0,37.895484924316406
2019-09-10,38.377498626708984,38.377498626708984,38.377498626708984,38.377498626708984,0.0,37.8732795715332
2019-09-11,38.66749954223633,38.66749954223633,38.66749954223633,38.66749954223633,0.0,38.15947341918945
2019-09-12,38.9275016784668,38.9275016784668,38.9275016784668,38.9275016784668,0.0,38.41605758666992
2019-09-13,38.8224983215332,38.8224983215332,38.8224983215332,38.8224983215332,0.0,38.312435150146484
2019-09-16,38.61750030517578,38.61750030517578,38.61750030517578,38.61750030517578,0.0,38.110130310058594
