Date,High,Low,Open,Close,Volume,Adj Close
2019-07-22,57.18000030517578,57.040000915527344,57.040000915527344,57.18000030517578,5601.0,56.99363327026367
2019-07-23,57.18000030517578,57.18000030517578,57.18000030517578,57.18000030517578,0.0,56.99363327026367
2019-07-24,58.130001068115234,57.939998626708984,58.130001068115234,57.939998626708984,69.0,57.751155853271484
2019-07-25,57.45000076293945,57.45000076293945,57.45000076293945,57.45000076293945,1.0,57.262752532958984
2019-07-26,57.45000076293945,57.45000076293945,57.45000076293945,57.45000076293945,0.0,57.262752532958984
2019-07-29,57.84000015258789,57.84000015258789,57.84000015258789,57.84000015258789,0.0,57.65148162841797
2019-07-30,57.540000915527344,57.439998626708984,57.540000915527344,57.439998626708984,1242.0,57.252784729003906
2019-07-31,57.13999938964844,57.13999938964844,57.13999938964844,57.13999938964844,32.0,56.95376205444336
2019-08-01,57.13999938964844,57.13999938964844,57.13999938964844,57.13999938964844,0.0,56.95376205444336
2019-08-02,55.900001525878906,55.900001525878906,55.900001525878906,55.900001525878906,200.0,55.71780776977539
2019-08-05,54.5099983215332,54.400001525878906,54.5099983215332,54.40999984741211,13.0,54.232662200927734
2019-08-06,54.150001525878906,53.849998474121094,54.02000045776367,54.150001525878906,322.0,53.9735107421875
2019-08-07,54.04999923706055,54.04999923706055,54.04999923706055,54.04999923706055,40.0,53.87383270263672
2019-08-08,54.290000915527344,54.290000915527344,54.290000915527344,54.290000915527344,290.0,54.11305236816406
2019-08-09,54.290000915527344,54.290000915527344,54.290000915527344,54.290000915527344,0.0,54.11305236816406
2019-08-12,54.290000915527344,54.290000915527344,54.290000915527344,54.290000915527344,0.0,54.11305236816406
2019-08-13,54.290000915527344,54.290000915527344,54.290000915527344,54.290000915527344,0.0,54.11305236816406
2019-08-14,54.59000015258789,54.59000015258789,54.59000015258789,54.59000015258789,0.0,54.41207504272461
2019-08-15,53.75,53.75,53.75,53.75,0.0,53.57481384277344
2019-08-16,53.65999984741211,53.65999984741211,53.65999984741211,53.65999984741211,0.0,53.485107421875
2019-08-19,54.68000030517578,54.68000030517578,54.68000030517578,54.68000030517578,8.0,54.50178146362305
2019-08-20,54.68000030517578,54.68000030517578,54.68000030517578,54.68000030517578,0.0,54.50178146362305
2019-08-21,55.029998779296875,55.029998779296875,55.029998779296875,55.029998779296875,10.0,54.85063934326172
2019-08-22,55.029998779296875,55.029998779296875,55.029998779296875,55.029998779296875,0.0,54.85063934326172
2019-08-23,54.900001525878906,54.900001525878906,54.900001525878906,54.900001525878906,0.0,54.721065521240234
2019-08-27,54.529998779296875,54.529998779296875,54.529998779296875,54.529998779296875,0.0,54.35226821899414
2019-08-28,54.93000030517578,54.93000030517578,54.93000030517578,54.93000030517578,0.0,54.7509651184082
2019-08-29,55.63999938964844,55.63999938964844,55.63999938964844,55.63999938964844,550.0,55.45865249633789
2019-08-30,55.63999938964844,55.63999938964844,55.63999938964844,55.63999938964844,0.0,55.45865249633789
2019-09-02,55.970001220703125,55.970001220703125,55.970001220703125,55.970001220703125,0.0,55.78757858276367
2019-09-03,56.119998931884766,56.119998931884766,56.119998931884766,56.119998931884766,1212.0,55.93708801269531
2019-09-04,56.119998931884766,56.119998931884766,56.119998931884766,56.119998931884766,0.0,55.93708801269531
2019-09-05,56.52000045776367,56.52000045776367,56.52000045776367,56.52000045776367,0.0,56.335784912109375
2019-09-06,57.150001525878906,57.150001525878906,57.150001525878906,57.150001525878906,30.0,56.9637336730957
2019-09-09,57.040000915527344,57.040000915527344,57.040000915527344,57.040000915527344,0.0,56.85409164428711
2019-09-10,57.060001373291016,57.060001373291016,57.060001373291016,57.060001373291016,0.0,56.874027252197266
2019-09-11,57.529998779296875,57.529998779296875,57.529998779296875,57.529998779296875,0.0,57.342491149902344
2019-09-12,57.2400016784668,57.2400016784668,57.2400016784668,57.2400016784668,0.0,57.05344009399414
2019-09-13,57.41999816894531,57.41999816894531,57.41999816894531,57.41999816894531,0.0,57.23284912109375
2019-09-16,57.18000030517578,57.18000030517578,57.18000030517578,57.18000030517578,0.0,56.99363327026367
2019-09-17,57.25,57.25,57.25,57.25,0.0,57.06340408325195
2019-09-18,57.25,57.25,57.25,57.25,0.0,57.06340408325195
2019-09-19,57.70000076293945,57.70000076293945,57.70000076293945,57.70000076293945,0.0,57.511940002441406
2019-09-20,57.65999984741211,57.65999984741211,57.65999984741211,57.65999984741211,0.0,57.472068786621094
2019-09-23,57.29999923706055,57.29999923706055,57.29999923706055,57.29999923706055,0.0,57.113243103027344
2019-09-24,57.2599983215332,57.2599983215332,57.2599983215332,57.2599983215332,0.0,57.07337188720703
2019-09-25,57.15999984741211,57.15999984741211,57.15999984741211,57.15999984741211,0.0,56.973697662353516
2019-09-26,57.59000015258789,57.59000015258789,57.59000015258789,57.59000015258789,0.0,57.40229797363281
2019-09-27,57.63999938964844,57.63999938964844,57.63999938964844,57.63999938964844,0.0,57.45213317871094
2019-09-30,56.7400016784668,56.7400016784668,56.7400016784668,56.7400016784668,0.0,56.55506896972656
2019-10-01,58.09000015258789,58.09000015258789,58.09000015258789,58.09000015258789,2.0,57.90066909790039
2019-10-02,56.77000045776367,56.77000045776367,56.77000045776367,56.77000045776367,70.0,56.58496856689453
2019-10-03,55.47999954223633,55.47999954223633,55.47999954223633,55.47999954223633,4.0,55.29917526245117
2019-10-04,55.91999816894531,55.91999816894531,55.91999816894531,55.91999816894531,300.0,55.73773956298828
2019-10-07,56.77000045776367,56.77000045776367,56.77000045776367,56.77000045776367,0.0,56.58496856689453
2019-10-08,56.31999969482422,56.31999969482422,56.31999969482422,56.31999969482422,530.0,56.136436462402344
2019-10-09,56.38999938964844,56.38999938964844,56.38999938964844,56.38999938964844,0.0,56.206207275390625
2019-10-10,56.619998931884766,56.619998931884766,56.619998931884766,56.619998931884766,0.0,56.43545913696289
2019-10-11,56.779998779296875,56.779998779296875,56.779998779296875,56.779998779296875,300.0,56.59493637084961
2019-10-14,57.29999923706055,57.29999923706055,57.29999923706055,57.29999923706055,0.0,57.113243103027344
2019-10-15,57.58000183105469,57.58000183105469,57.58000183105469,57.58000183105469,100.0,57.392330169677734
2019-10-16,57.84000015258789,57.72999954223633,57.84000015258789,57.72999954223633,5974.0,57.541839599609375
2019-10-17,57.560001373291016,57.560001373291016,57.560001373291016,57.560001373291016,100.0,57.37239456176758
2019-10-18,57.130001068115234,57.130001068115234,57.130001068115234,57.130001068115234,0.0,56.94379806518555
2019-10-21,57.220001220703125,57.220001220703125,57.220001220703125,57.220001220703125,100.0,57.033504486083984
2019-10-22,57.220001220703125,57.220001220703125,57.220001220703125,57.220001220703125,0.0,57.033504486083984
2019-10-23,57.40999984741211,57.40999984741211,57.40999984741211,57.40999984741211,0.0,57.22288513183594
2019-10-24,58.02000045776367,58.02000045776367,58.02000045776367,58.02000045776367,0.0,57.830894470214844
2019-10-25,58.150001525878906,58.150001525878906,58.150001525878906,58.150001525878906,0.0,57.960472106933594
2019-10-28,58.130001068115234,58.130001068115234,58.130001068115234,58.130001068115234,345.0,57.94053649902344
2019-10-29,58.0,58.0,58.0,58.0,0.0,57.81095886230469
2019-10-30,58.0,58.0,58.0,58.0,0.0,57.81095886230469
2019-10-31,57.689998626708984,57.58000183105469,57.689998626708984,57.58000183105469,314.0,57.392330169677734
2019-11-01,57.939998626708984,57.939998626708984,57.939998626708984,57.939998626708984,0.0,57.751155853271484
2019-11-04,58.459999084472656,58.459999084472656,58.459999084472656,58.459999084472656,0.0,58.26945877075195
2019-11-05,58.91999816894531,58.91999816894531,58.91999816894531,58.91999816894531,0.0,58.72795867919922
2019-11-06,59.41999816894531,59.34000015258789,59.34000015258789,59.41999816894531,1100.0,59.2263298034668
2019-11-07,59.58000183105469,59.58000183105469,59.58000183105469,59.58000183105469,0.0,59.38581085205078
2019-11-08,59.5,59.5,59.5,59.5,10.0,59.30607223510742
2019-11-11,59.599998474121094,59.599998474121094,59.599998474121094,59.599998474121094,300.0,59.40574264526367
2019-11-12,59.810001373291016,59.810001373291016,59.810001373291016,59.810001373291016,0.0,59.61506271362305
2019-11-13,59.650001525878906,59.650001525878906,59.650001525878906,59.650001525878906,0.0,59.45558547973633
2019-11-14,59.650001525878906,59.650001525878906,59.650001525878906,59.650001525878906,0.0,59.45558547973633
2019-11-15,59.77000045776367,59.77000045776367,59.77000045776367,59.77000045776367,17.0,59.575191497802734
2019-11-18,59.959999084472656,59.959999084472656,59.959999084472656,59.959999084472656,10.0,59.76457214355469
